,Type,Type_M,Instance,Time,Event_tag,Participant,Age,Gender,Musicianship,Fan_status,Seat_Zone,KM,AWE,Moved,Clap Count,ICI Median,Average Rate,ICI STD,ICI quartiles,Relative first clap,Relative last clap,Initial 8s ICI Median,Initial 8s ICI quartiles,Music_Exp
383,Music,Music,6,3282.6,Schnittke,ADQ024,35.0,Woman,Music-loving nonmusician,1.0,6.0,1.0,3.83333333333333,1.0,142,0.30000000000000426,195.40623928693878,0.02887514149216589,0.03500000000000014,1.3399999999999999,-5.019999999999996,0.2999999999999998,0.040000000000000036,1
384,Music,Music,6,3282.6,Schnittke,ADQ025,65.0,Woman,Music-loving nonmusician,7.0,1.0,3.8,3.33333333333333,5.0,155,0.34999999999999964,172.6175186231698,0.029781351433050843,0.04000000000000026,2.56,-3.240000000000002,0.3400000000000003,0.019999999999999796,1
385,Music,Music,6,3282.6,Schnittke,ADQ027,,Man,Music-loving nonmusician,6.0,1.0,1.6,2.33333333333333,2.0,156,0.33999999999999986,174.6956061408151,0.0585205423610536,0.01750000000000229,1.94,-3.219999999999999,0.33999999999999986,0.025000000000000355,1
386,Music,Music,6,3282.6,Schnittke,ADQ028,70.0,Man,Music-loving nonmusician,1.0,1.0,1.1,4.5,2.0,125,0.3299999999999983,161.11888111888112,0.12029564275844189,0.0600000000000005,1.42,-3.0799999999999983,0.3000000000000007,0.05999999999999961,1
387,Music,Music,6,3282.6,Schnittke,ADQ029,,Woman,Music-loving nonmusician,7.0,1.0,3.4,5.5,0.0,158,0.3450000000000015,169.13521261347336,0.026172075691364167,0.039999999999999813,1.88,-1.019999999999996,0.3799999999999999,0.010000000000000231,1
388,Music,Music,6,3282.6,Schnittke,ADQ030,62.0,Woman,Nonmusician,7.0,2.0,1.8,3.16666666666667,4.0,186,0.3200000000000003,186.0220704151342,0.08383119424989757,0.0500000000000016,2.08,-0.01999999999999602,0.26,0.039999999999999925,0
389,Music,Music,6,3282.6,Schnittke,ADQ031,21.0,Woman,Professional musician,7.0,6.0,2.5,5.16666666666667,4.0,175,0.31999999999999496,187.30489073881375,0.037661324328016076,0.040000000000000924,1.02,-0.8599999999999994,0.27000000000000024,0.020000000000000462,5
390,Music,Music,6,3282.6,Schnittke,ADQ032,,Man,Music-loving nonmusician,6.0,1.0,2.9,5.33333333333333,3.0,158,0.3200000000000003,189.6503496503494,0.009548929156740082,1.7763568394002505e-15,2.3,-0.6999999999999957,0.3199999999999996,0.02000000000000024,1
391,Music,Music,6,3282.6,Schnittke,ADQ033,,Woman,Music-loving nonmusician,7.0,2.0,2.6,6.66666666666667,3.0,93,0.3200000000000003,184.46198587453273,0.06402531547633156,0.040000000000000036,5.4,-6.0,0.28000000000000025,0.03999999999999915,1
392,Music,Music,6,3282.6,Schnittke,ADQ034,66.0,Woman,Nonmusician,3.0,1.0,0.9,4.5,1.0,103,0.4800000000000004,121.53640359258551,0.05517634882720235,0.07749999999999568,1.74,-2.539999999999999,0.4999999999999998,0.02499999999999991,0
393,Music,Music,6,3282.6,Schnittke,ADQ035,22.0,Man,Professional musician,6.0,6.0,1.6,2.33333333333333,2.0,85,0.490000000000002,120.46444121915822,0.15272690301866096,0.19000000000000128,1.44,-2.259999999999998,0.5800000000000003,0.16500000000000026,5
394,Music,Music,6,3282.6,Schnittke,ADQ036,,Woman,Music-loving nonmusician,5.0,1.0,2.3,4.16666666666667,1.0,174,0.3200000000000003,189.86278353402415,0.012993117890475405,0.019999999999999574,2.58,-1.7999999999999972,0.2999999999999998,0.010000000000000231,1
395,Music,Music,6,3282.6,Schnittke,ADQ037,65.0,Woman,Music-loving nonmusician,5.0,4.0,1.4,3.16666666666667,1.0,98,0.3200000000000003,166.5399239543724,0.14252653361879022,0.08000000000000185,2.1,-5.979999999999997,0.3199999999999994,0.020000000000000462,1
396,Music,Music,6,3282.6,Schnittke,ADQ038,58.0,Choose Not to Identify,Amateur musician,4.0,5.0,3.6,5.16666666666667,6.0,157,0.33999999999999986,163.72618207480593,0.055767441184367376,0.09999999999999964,2.18,-0.759999999999998,0.41999999999999993,0.04999999999999982,2
397,Music,Music,6,3282.6,Schnittke,ADQ040,,Woman,Amateur musician,7.0,1.0,0.1,5.0,0.0,103,0.33999999999999986,170.1323251417769,0.04815237985181244,0.07749999999999968,2.14,-3.0600000000000023,0.3000000000000005,0.03500000000000014,2
398,Music,Music,6,3282.6,Schnittke,ADQ041,75.0,Man,Amateur musician,7.0,5.0,2.33333333333333,5.66666666666667,3.0,171,0.3200000000000003,195.02543810062176,0.028449106136563877,0.019999999999999574,4.0,-0.8200000000000003,0.2400000000000002,0.04499999999999993,2
400,Music,Music,6,3282.6,Schnittke,ADQ044,,Woman,Music-loving nonmusician,7.0,1.0,2.7,5.33333333333333,4.0,162,0.3200000000000003,184.59025319902005,0.10579734581640152,0.020000000000000462,3.58,-1.6999999999999957,0.28000000000000025,0.04000000000000059,1
401,Music,Music,6,3282.6,Schnittke,ADQ046,79.0,Woman,Amateur musician,7.0,2.0,1.8,4.5,2.0,167,0.3200000000000003,182.06229860365212,0.0408260548050891,0.019999999999999574,2.2199999999999998,-0.4399999999999977,0.28000000000000025,0.03500000000000014,2
402,Music,Music,6,3282.6,Schnittke,ADQ047,,Woman,Nonmusician,7.0,4.0,2.7,5.83333333333333,6.0,167,0.3200000000000003,183.83518225039603,0.011676550393222152,0.010000000000001563,3.08,-0.21999999999999886,0.3500000000000001,0.035000000000000475,0
403,Music,Music,6,3282.6,Schnittke,ADQ048,68.0,Woman,Music-loving nonmusician,7.0,3.0,3.0,3.5,3.0,89,0.5,109.69339173490756,0.0977873072343253,0.18000000000000194,5.94,-2.3599999999999994,0.5200000000000005,0.020000000000000018,1
404,Music,Music,6,3282.6,Schnittke,ADQ049,,Woman,Music-loving nonmusician,7.0,1.0,3.77777777777778,3.66666666666667,3.0,86,0.35999999999999943,139.98082454458302,0.16154045819763896,0.17000000000000037,1.92,-6.18,0.33999999999999986,0.0600000000000005,1
405,Music,Music,6,3282.6,Schnittke,ADQ050,72.0,Woman,Music-loving nonmusician,6.0,2.0,5.0,5.0,6.0,70,0.28000000000000114,197.0149253731343,0.05965388385164763,0.060000000000002274,4.0,-0.6000000000000014,0.2999999999999998,0.8700000000000001,1
406,Music,Music,6,3282.6,Schnittke,ADQ051,,Man,Music-loving nonmusician,7.0,4.0,3.6,3.66666666666667,5.0,164,0.3200000000000003,182.87614297589366,0.010535693334012036,0.019999999999999574,4.28,-1.9799999999999969,0.33999999999999986,0.029999999999999805,1
407,Music,Music,6,3282.6,Schnittke,ADQ052,22.0,Man,Professional musician,7.0,6.0,3.9,3.16666666666667,6.0,100,0.30000000000000426,163.47713266299036,0.18942385545817036,0.07999999999999585,0.72,-0.10000000000000142,0.2599999999999998,0.07999999999999985,5
408,Music,Music,6,3282.6,Schnittke,ADQ053,67.0,Man,Music-loving nonmusician,7.0,4.0,1.8,3.5,2.0,119,0.3200000000000003,159.81864550864256,0.15117222887148302,0.09499999999999931,3.48,-4.280000000000001,0.5099999999999998,0.05000000000000071,1
409,Music,Music,6,3282.6,Schnittke,ADQ054,49.0,Man,Music-loving nonmusician,6.0,1.0,4.0,2.33333333333333,4.0,171,0.3200000000000003,184.66611706512785,0.017604029827055268,0.00999999999999801,2.7399999999999998,-2.6599999999999966,0.3200000000000003,0.03999999999999959,1
410,Music,Music,6,3282.6,Schnittke,ADQ055,72.0,Woman,Music-loving nonmusician,7.0,2.0,3.66666666666667,5.0,5.0,151,0.3200000000000003,192.7034611786717,0.019354714868116945,0.029999999999998472,0.0,-6.119999999999997,0.28000000000000025,0.03999999999999915,1
411,Music,Music,6,3282.6,Schnittke,ADQ056,58.0,Woman,Music-loving nonmusician,1.0,2.0,1.5,,,97,0.3400000000000034,166.72925272249333,0.09978735257993852,0.0600000000000005,3.76,-4.960000000000001,0.3600000000000003,0.020000000000000462,1
412,Music,Music,6,3282.6,Schnittke,ADQ057,73.0,Woman,Music-loving nonmusician,7.0,1.0,3.375,,,95,0.5400000000000009,108.8646967340591,0.09162333308079983,0.05000000000000249,3.36,-2.780000000000001,0.52,0.040000000000000036,1
413,Music,Music,6,3282.6,Schnittke,ADQ058,73.0,Woman,Music-loving nonmusician,7.0,5.0,2.4,3.5,4.0,96,0.2699999999999996,195.4285714285716,0.17410962179329006,0.02000000000000135,2.08,-2.8799999999999955,0.25,0.4950000000000001,1
414,Music,Music,6,3282.6,Schnittke,ADQ059,76.0,Woman,Music-loving nonmusician,7.0,3.0,0.8,1.66666666666667,2.0,150,0.3200000000000003,176.8206290733919,0.08855105951877094,0.03999999999999915,2.82,-0.060000000000002274,0.2599999999999998,0.1100000000000001,1
415,Music,Music,6,3282.6,Schnittke,ADQ060,67.0,Man,Music-loving nonmusician,3.0,5.0,3.2,6.0,4.0,166,0.33000000000000007,180.22328548644333,0.01629424832402545,0.020000000000003126,4.7,-0.7800000000000011,0.3200000000000003,0.03499999999999992,1
416,Music,Music,6,3282.6,Schnittke,ADQ061,83.0,Man,Amateur musician,7.0,3.0,2.0,,,169,0.3399999999999981,179.4538361508457,0.022287217435608377,0.019999999999999574,2.52,-1.8999999999999986,0.2999999999999998,0.035000000000000475,2
417,Music,Music,6,3282.6,Schnittke,ADQ062,64.0,Woman,Music-loving nonmusician,6.0,3.0,5.0,5.66666666666667,5.0,125,0.38000000000000256,160.2933473022523,0.05828420984002775,0.030000000000000693,5.34,-3.259999999999998,0.3200000000000003,0.04999999999999982,1
418,Music,Music,6,3282.6,Schnittke,ADQ063,57.0,Woman,Music-loving nonmusician,6.0,3.0,1.6,2.83333333333333,2.0,108,0.30000000000000426,178.96749521988517,0.14039577045257587,0.06749999999999945,1.38,-3.9399999999999977,0.2599999999999998,0.03500000000000014,1
419,Music,Music,6,3282.6,Schnittke,ADQ065,,Woman,Music-loving nonmusician,7.0,1.0,1.125,,,111,0.379999999999999,159.49820788530482,0.025203968752123176,0.03999999999999915,4.62,-4.339999999999996,0.35999999999999943,0.040000000000000036,1
420,Music,Music,6,3282.6,Schnittke,ADQ066,,Woman,Music-loving nonmusician,7.0,6.0,1.875,,,105,0.3000000000000007,163.280116110305,0.20769060495695849,0.0799999999999974,1.7,-0.37999999999999545,0.2400000000000002,0.039999999999999925,1
421,Music,Music,6,3282.6,Schnittke,ADR067,45.0,Woman,Music-loving nonmusician,6.0,3.0,4.1,5.0,5.0,156,0.33999999999999986,174.06659939455096,0.039632561022614775,0.02999999999999936,2.62,-1.0799999999999983,0.33999999999999986,0.019999999999999907,1
422,Music,Music,6,3282.6,Schnittke,ADR068,37.0,Man,Amateur musician,4.0,6.0,2.1,2.83333333333333,4.0,189,0.3000000000000007,200.056996295241,0.02379857017205003,0.04000000000000037,1.64,-2.1000000000000014,0.27999999999999936,0.020000000000000462,2
423,Music,Music,6,3282.6,Schnittke,ADR069,65.0,Woman,Music-loving nonmusician,6.0,4.0,3.0,2.16666666666667,4.0,140,0.3799999999999999,158.00813981326317,0.03280353222503156,0.0399999999999987,1.24,-3.219999999999999,0.3799999999999999,0.020000000000000018,1
424,Music,Music,6,3282.6,Schnittke,ADR070,75.0,Woman,Nonmusician,6.0,3.0,2.2,5.16666666666667,3.0,119,0.46000000000000085,127.22837305310547,0.046128051035007334,0.0600000000000005,2.28,-1.8399999999999963,0.4399999999999995,0.03999999999999959,0
425,Music,Music,6,3282.6,Schnittke,ADR071,,Man,Professional musician,7.0,2.0,2.2,4.0,6.0,98,0.42999999999999994,131.4487632508834,0.13788499588338668,0.25000000000000355,2.64,-2.8799999999999955,0.4400000000000004,0.21999999999999953,5
426,Music,Music,6,3282.6,Schnittke,AEQ078,42.0,Woman,Professional musician,6.0,4.0,4.5,4.66666666666667,5.0,181,0.30000000000000426,189.5910780669141,0.09066223622197765,0.019999999999999574,1.6199999999999999,-0.8599999999999994,0.2999999999999998,0.019999999999999574,5
427,Music,Music,6,3282.6,Schnittke,AEQ079,71.0,Man,Music-loving nonmusician,7.0,3.0,3.0,6.0,4.0,156,0.29999999999999716,193.31953887082494,0.14469589186049772,0.060000000000002274,0.32,-1.6599999999999966,0.31999999999999984,0.04000000000000015,1
428,Music,Music,6,3282.6,Schnittke,AEQ080,59.0,Woman,Amateur musician,1.0,4.0,2.8,4.0,4.0,164,0.31999999999999496,191.30434782608685,0.0685060403514697,0.020000000000003126,1.42,-0.21999999999999886,0.2599999999999998,0.030000000000000693,2
429,Music,Music,6,3282.6,Schnittke,AEQ081,46.0,Man,Music-loving nonmusician,6.0,4.0,2.9,6.5,6.0,156,0.28000000000000114,182.12765957446817,0.14032194637118597,0.0400000000000027,1.4,-2.759999999999998,0.2599999999999998,0.0950000000000002,1
430,Music,Music,6,3282.6,Schnittke,AEQ082,41.0,Woman,Music-loving nonmusician,7.0,4.0,3.1,5.33333333333333,5.0,131,0.3200000000000003,170.99322799097067,0.1230780159890542,0.05999999999999517,5.52,-2.259999999999998,0.3600000000000003,0.0800000000000014,1
431,Music,Music,6,3282.6,Schnittke,AEQ083,58.0,Man,Amateur musician,1.0,4.0,2.9,5.0,6.0,138,0.33000000000000007,180.49225159525997,0.029210387762690793,0.019999999999999574,1.3,-2.3399999999999963,0.2999999999999998,0.020000000000000406,2
432,Music,Music,6,3282.6,Schnittke,AEQ084,43.0,Woman,Music-loving nonmusician,1.0,3.0,1.6,4.83333333333333,4.0,93,0.3200000000000003,175.27519051651154,0.08494193393025905,0.010000000000000675,4.1,-6.780000000000001,0.3200000000000003,0.03000000000000025,1
433,Music,Music,6,3282.6,Schnittke,AEQ085,,Man,Amateur musician,4.0,6.0,1.3,4.0,2.0,99,0.4499999999999993,136.1380288347908,0.12329890759465374,0.16000000000000014,2.12,-4.039999999999999,0.3899999999999997,0.1649999999999996,2
434,Music,Music,6,3282.6,Schnittke,AEQ087,,Woman,Music-loving nonmusician,7.0,3.0,3.5,4.66666666666667,6.0,159,0.2699999999999996,217.89591913141143,0.02198777385986837,0.019999999999999574,2.6,-1.2800000000000011,0.28000000000000025,0.02000000000000035,1
435,Music,Music,6,3282.6,Schnittke,AEQ088,,Man,Semiprofessional musician,6.0,2.0,4.2,4.83333333333333,4.0,186,0.3200000000000003,196.856906534326,0.03529173186637991,0.05500000000000105,1.08,-1.3599999999999994,0.2400000000000002,0.020000000000000462,4
436,Music,Music,6,3282.6,Schnittke,AEQ089,23.0,Woman,Amateur musician,1.0,4.0,2.1,4.66666666666667,5.0,76,0.5100000000000016,111.62207357859522,0.2039512023793725,0.1999999999999993,3.32,-1.8599999999999994,0.34000000000000075,0.14999999999999925,2
437,Music,Music,6,3282.6,Schnittke,AER090,70.0,Woman,Nonmusician,5.0,3.0,1.8,6.33333333333333,2.0,124,0.3000000000000025,145.1612903225806,0.2554643736504574,0.10749999999999993,2.36,-0.259999999999998,0.5199999999999996,0.3600000000000001,0
501,Music,Music,8,6020.1,Bach,ADQ001,60.0,Woman,Music-loving nonmusician,7.0,6.0,,,,47,0.28000000000000025,186.40776699029138,0.08906096136192128,0.1575000000000002,1.84,-5.84,0.2400000000000002,0.04500000000000015,1
502,Music,Music,8,6020.1,Bach,ADQ002,84.0,Man,Music-loving nonmusician,7.0,3.0,,,,39,0.355,167.10182767624022,0.07008563310509469,0.029999999999999916,2.84,-3.9399999999999977,0.33999999999999986,0.054999999999999605,1
503,Music,Music,8,6020.1,Bach,ADQ003,46.0,Man,Music-loving nonmusician,7.0,2.0,,,,68,0.2599999999999998,232.0754716981132,0.010139274039534489,3.3306690738754696e-16,1.3599999999999999,-2.4399999999999977,0.2599999999999998,0.02000000000000035,1
504,Music,Music,8,6020.1,Bach,ADQ004,57.0,Man,Music-loving nonmusician,7.0,4.0,,,,72,0.27999999999999936,214.28571428571453,0.02273924296742761,3.3306690738754696e-15,1.42,-0.6999999999999993,0.28000000000000025,0.06000000000000005,1
505,Music,Music,8,6020.1,Bach,ADQ005,47.0,Man,Serious amateur musician,7.0,4.0,,,,60,0.3000000000000007,180.9045226130652,0.13247948146082902,0.02000000000000124,0.52,-0.6199999999999974,0.28000000000000025,0.040000000000000036,3
506,Music,Music,8,6020.1,Bach,ADQ006,58.0,Man,Music-loving nonmusician,1.0,4.0,,,,53,0.3200000000000003,180.1801801801799,0.0329879542894847,0.05999999999999983,2.48,-0.9399999999999977,0.3100000000000005,0.05999999999999983,1
507,Music,Music,8,6020.1,Bach,ADQ007,54.0,Man,Music-loving nonmusician,6.0,1.0,,,,40,0.2999999999999998,198.7261146496816,0.00800960961307387,8.881784197001252e-16,1.34,-9.04,0.2999999999999998,0.020000000000000018,1
508,Music,Music,8,6020.1,Bach,ADQ008,37.0,Woman,Nonmusician,1.0,5.0,,,,73,0.26000000000000156,226.93726937269332,0.016889165238075307,0.029999999999997584,2.04,-0.9399999999999977,0.28000000000000025,0.03999999999999959,0
509,Music,Music,8,6020.1,Bach,ADQ009,55.0,Woman,Serious amateur musician,1.0,3.0,,,,44,0.3799999999999999,159.76331360946736,0.02512192490855559,0.03999999999999648,1.08,-4.699999999999999,0.3799999999999999,0.05499999999999983,3
510,Music,Music,8,6020.1,Bach,ADQ010,19.0,Woman,Serious amateur musician,6.0,2.0,,,,47,0.35999999999999943,153.32885003362478,0.13944234597876853,0.05750000000000033,3.08,-0.759999999999998,0.41999999999999993,0.09999999999999987,3
511,Music,Music,8,6020.1,Bach,ADQ011,56.0,Man,Serious amateur musician,5.0,1.0,,,,50,0.3200000000000003,188.88888888888894,0.02523331414227,0.029999999999998916,2.0,-1.3599999999999994,0.3599999999999999,0.11499999999999955,3
512,Music,Music,8,6020.1,Bach,ADQ012,35.0,Man,Semiprofessional musician,6.0,3.0,,,,60,0.3200000000000003,180.64516129032253,0.019572967207252007,0.027499999999999414,0.72,-1.8199999999999967,0.3200000000000003,0.03999999999999959,4
513,Music,Music,8,6020.1,Bach,ADQ013,68.0,Man,Nonmusician,3.0,1.0,,,,19,0.2999999999999998,200.95693779904312,0.013506205330054375,0.007500000000000395,3.42,-13.359999999999998,0.2999999999999998,0.06999999999999984,0
514,Music,Music,8,6020.1,Bach,ADQ014,,Woman,Amateur musician,7.0,1.0,,,,48,0.3200000000000003,188.5098743267504,0.03267358298702638,0.040000000000000036,3.98,-0.41999999999999815,0.3099999999999996,0.04500000000000015,2
516,Music,Music,8,6020.1,Bach,ADQ016,62.0,Woman,Music-loving nonmusician,7.0,4.0,,,,54,0.3050000000000004,175.85484996510826,0.06113568998556878,0.1024999999999987,1.42,-1.2199999999999989,0.3000000000000007,0.06999999999999962,1
517,Music,Music,8,6020.1,Bach,ADQ017,35.0,Man,Music-loving nonmusician,7.0,3.0,,,,69,0.2800000000000007,211.23218776194454,0.017399120220192212,0.02999999999999947,1.16,-1.5599999999999987,0.27999999999999936,0.020000000000000462,1
518,Music,Music,8,6020.1,Bach,ADQ018,47.0,Woman,Semiprofessional musician,,2.0,,,,64,0.3200000000000003,192.82511210762314,0.013837372157207045,0.019999999999999796,1.06,-0.879999999999999,0.31999999999999984,8.881784197001252e-16,4
519,Music,Music,8,6020.1,Bach,ADQ019,72.0,Man,Serious amateur musician,7.0,3.0,,,,52,0.3250000000000002,167.89396170839464,0.07442334022611788,0.09999999999999964,3.04,-0.4799999999999969,0.33999999999999986,0.11999999999999966,3
520,Music,Music,8,6020.1,Bach,ADQ020,36.0,Man,Music-loving nonmusician,7.0,3.0,,,,47,0.30999999999999983,177.96610169491535,0.11221228381356231,0.07999999999999963,3.22,-2.1799999999999997,0.28,0.07500000000000018,1
521,Music,Music,8,6020.1,Bach,ADQ022,71.0,Man,Serious amateur musician,7.0,1.0,,,,59,0.3000000000000007,189.47368421052622,0.0723781492663916,0.025000000000000133,2.34,-0.23999999999999844,0.30000000000000027,0.06000000000000005,3
522,Music,Music,8,6020.1,Bach,ADQ023,21.0,Man,Professional musician,7.0,6.0,,,,53,0.29000000000000004,185.6603773584906,0.10374100019737237,0.020000000000000684,1.74,-1.5799999999999983,0.28,0.015000000000000235,5
523,Music,Music,8,6020.1,Bach,ADQ024,35.0,Woman,Music-loving nonmusician,1.0,6.0,,,,35,0.31999999999999984,179.80022197558262,0.050088241223184414,0.08000000000000063,1.02,-2.4399999999999977,0.3799999999999999,0.04999999999999977,1
524,Music,Music,8,6020.1,Bach,ADQ025,65.0,Woman,Music-loving nonmusician,7.0,1.0,,,,47,0.3200000000000003,182.9596412556053,0.04551252986081469,0.02999999999999936,1.04,-5.239999999999998,0.3200000000000002,0.039999999999999925,1
525,Music,Music,8,6020.1,Bach,ADQ026,60.0,Woman,Music-loving nonmusician,7.0,5.0,,,,52,0.33999999999999986,178.62595419847324,0.010187182017755779,0.009999999999999565,2.42,-1.5599999999999987,0.34000000000000075,0.07999999999999963,1
526,Music,Music,8,6020.1,Bach,ADQ027,,Man,Music-loving nonmusician,6.0,1.0,,,,52,0.3600000000000003,159.53307392996115,0.060451552865930853,0.03000000000000025,0.16,-1.0799999999999983,0.3799999999999999,0.04999999999999982,1
527,Music,Music,8,6020.1,Bach,ADQ028,70.0,Man,Music-loving nonmusician,1.0,1.0,,,,40,0.3499999999999997,162.9392971246007,0.052827368264846,0.07000000000000028,1.22,-5.199999999999999,0.3200000000000003,0.025000000000000022,1
528,Music,Music,8,6020.1,Bach,ADQ029,,Woman,Music-loving nonmusician,7.0,1.0,,,,47,0.3200000000000003,156.701030927835,0.21094264488483572,0.019999999999999574,2.0,-1.7799999999999976,0.3200000000000003,0.10999999999999999,1
529,Music,Music,8,6020.1,Bach,ADQ030,62.0,Woman,Nonmusician,7.0,2.0,,,,55,0.2600000000000011,223.96856581532427,0.02244005765961207,0.019999999999999574,0.16,-2.0,0.26,0.07000000000000028,0
530,Music,Music,8,6020.1,Bach,ADQ031,21.0,Woman,Professional musician,7.0,6.0,,,,60,0.3000000000000007,191.43968871595328,0.01838610291736137,0.029999999999999805,1.44,-1.379999999999999,0.2999999999999998,0.014999999999999902,5
531,Music,Music,8,6020.1,Bach,ADQ033,,Woman,Music-loving nonmusician,7.0,2.0,,,,45,0.28000000000000114,156.44820295983078,0.20259724984719227,0.11999999999999922,1.28,-4.239999999999998,0.33999999999999986,0.28000000000000025,1
532,Music,Music,8,6020.1,Bach,ADQ034,66.0,Woman,Nonmusician,3.0,1.0,,,,37,0.5199999999999996,114.20204978038078,0.049088864309436306,0.07000000000000028,1.24,-2.0199999999999996,0.48,0.040000000000000036,0
533,Music,Music,8,6020.1,Bach,ADQ035,22.0,Man,Professional musician,6.0,6.0,,,,42,0.47999999999999987,130.4347826086957,0.14942625314249577,0.1450000000000008,1.16,-1.8399999999999999,0.43999999999999995,0.11000000000000021,5
534,Music,Music,8,6020.1,Bach,ADQ036,,Woman,Music-loving nonmusician,5.0,1.0,,,,64,0.3000000000000007,196.26168224299062,0.01849757494229022,0.017499999999999183,1.7,-1.0199999999999996,0.2999999999999998,0.0799999999999999,1
535,Music,Music,8,6020.1,Bach,ADQ037,65.0,Woman,Music-loving nonmusician,5.0,4.0,,,,52,0.3200000000000003,183.0173124484748,0.0301049216293001,0.020000000000001794,2.02,-3.139999999999997,0.3500000000000001,0.025000000000000355,1
536,Music,Music,8,6020.1,Bach,ADQ038,58.0,Choose Not to Identify,Amateur musician,4.0,5.0,,,,55,0.30999999999999983,192.89340101522833,0.018857857160117487,0.019999999999999574,3.68,-0.8599999999999994,0.31999999999999984,0.039999999999999813,2
537,Music,Music,8,6020.1,Bach,ADQ040,,Woman,Amateur musician,7.0,1.0,,,,40,0.2999999999999998,197.0149253731345,0.02450649264619855,0.040000000000000036,2.38,-5.099999999999998,0.28000000000000025,0.02000000000000024,2
538,Music,Music,8,6020.1,Bach,ADQ041,75.0,Man,Amateur musician,7.0,5.0,,,,73,0.28000000000000025,213.93034825870654,0.018381342555777003,0.034999999999998366,1.22,-0.7199999999999989,0.26000000000000023,0.03999999999999959,2
539,Music,Music,8,6020.1,Bach,ADQ042,73.0,Man,Nonmusician,7.0,1.0,,,,25,0.3700000000000001,145.59386973180062,0.09210977432561528,0.03999999999999915,0.6,-7.3199999999999985,0.6000000000000005,0.08000000000000007,0
540,Music,Music,8,6020.1,Bach,ADQ043,46.0,Woman,Amateur musician,6.0,2.0,,,,63,0.3000000000000007,197.74919614147905,0.01711866760258527,8.881784197001252e-16,1.42,-1.5999999999999979,0.30000000000000027,0.020000000000000018,2
541,Music,Music,8,6020.1,Bach,ADQ044,,Woman,Music-loving nonmusician,7.0,1.0,,,,59,0.29999999999999893,208.51433536055615,0.029043512890585897,0.05999999999999872,2.92,-1.139999999999997,0.28000000000000025,0.0600000000000005,1
542,Music,Music,8,6020.1,Bach,ADQ045,50.0,Woman,Serious amateur musician,6.0,3.0,,,,47,0.2799999999999998,177.96610169491532,0.23771672994864929,0.0399999999999987,1.16,-4.539999999999999,0.27999999999999936,0.060000000000000275,3
543,Music,Music,8,6020.1,Bach,ADQ046,79.0,Woman,Amateur musician,7.0,2.0,,,,54,0.3200000000000003,181.14874815905728,0.0191304890098532,0.029999999999999805,1.8599999999999999,-1.3399999999999999,0.31999999999999984,0.040000000000000036,2
544,Music,Music,8,6020.1,Bach,ADQ047,,Woman,Nonmusician,7.0,4.0,,,,65,0.3000000000000007,194.29452582883567,0.012533346924647302,0.020000000000000462,1.02,-0.33999999999999986,0.2999999999999998,0.030000000000000027,0
545,Music,Music,8,6020.1,Bach,ADQ048,68.0,Woman,Music-loving nonmusician,7.0,3.0,,,,33,0.4900000000000002,115.3153153153153,0.12025468604644482,0.13249999999999862,2.7,-3.3199999999999967,0.6600000000000001,0.0699999999999994,1
546,Music,Music,8,6020.1,Bach,ADQ049,,Woman,Music-loving nonmusician,7.0,1.0,,,,32,0.5249999999999995,99.80430528375742,0.3011469459681663,0.4924999999999998,0.22,-0.41999999999999815,0.8399999999999999,0.8400000000000001,1
547,Music,Music,8,6020.1,Bach,ADQ050,72.0,Woman,Music-loving nonmusician,6.0,2.0,,,,47,0.33999999999999986,151.75817396668722,0.1575769266259436,0.14000000000000057,2.06,-0.019999999999999574,0.34000000000000075,0.28,1
548,Music,Music,8,6020.1,Bach,ADQ051,,Man,Music-loving nonmusician,7.0,4.0,,,,56,0.3200000000000003,186.4541832669322,0.01931345247990741,0.024999999999999467,3.28,-1.2199999999999989,0.3200000000000003,8.881784197001252e-16,1
549,Music,Music,8,6020.1,Bach,ADQ052,22.0,Man,Professional musician,7.0,6.0,,,,46,0.27999999999999936,156.6156615661566,0.2610843247507247,0.04000000000000048,0.0,-3.139999999999997,0.26000000000000023,0.06999999999999984,5
550,Music,Music,8,6020.1,Bach,ADQ053,67.0,Man,Music-loving nonmusician,7.0,4.0,,,,31,0.5,107.30710270822688,0.18135716188799159,0.0349999999999997,3.78,-1.1999999999999993,0.5800000000000001,0.05999999999999961,1
551,Music,Music,8,6020.1,Bach,ADQ054,49.0,Man,Music-loving nonmusician,6.0,1.0,,,,63,0.3000000000000007,192.21967963386703,0.019068005930726165,0.019999999999999574,1.46,-1.2399999999999984,0.32000000000000006,0.025000000000000355,1
552,Music,Music,8,6020.1,Bach,ADQ055,72.0,Woman,Music-loving nonmusician,7.0,2.0,,,,43,0.28000000000000114,209.4763092269325,0.015919772405381543,0.01999999999999963,0.7999999999999999,-5.0,0.2999999999999998,0.05000000000000049,1
553,Music,Music,8,6020.1,Bach,ADQ056,58.0,Woman,Music-loving nonmusician,1.0,2.0,,,,18,0.2999999999999998,119.52191235059766,0.3757506772163843,0.3450000000000004,1.6199999999999999,-7.219999999999999,0.2999999999999998,0.0250000000000008,1
554,Music,Music,8,6020.1,Bach,ADQ057,73.0,Woman,Music-loving nonmusician,7.0,1.0,,,,22,0.5600000000000005,105.97826086956518,0.01745323421648206,0.017500000000000515,4.800000000000001,-5.319999999999997,0.5599999999999996,0.020000000000000462,1
